term_uuid	lbl	class_code	class_name	tier	method	reason	gtc_ids	n_sources
GSD:162cbd87-3efc-432a-bc99-ace94feb3200	Man3	2D	Glycoform shorthand code	2	llm	shorthand glycoform code	G22768VO	3
GSD:c5e6b584-e1d9-4517-beaf-b443d1575d86	asialo-GM2	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G90562PB	3
GSD:05a9fa0f-72da-4ef3-aa5c-7c3af82e5d6b	asialo-GM3	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G84224TW	1
GSD:cac26532-3963-48ec-8344-9f7a4f710307	arabinan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)	G22535ZZ	4
GSD:6328b58f-362d-4ff2-86a7-96e23ce02b29	chondroitin-6-sulfate	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G34992DF	4
GSD:9fe1b10e-a804-47d6-b0ba-e1eaf289481f	Fuc(a1-3)GalNAc(b1)	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G57709BH	4
GSD:950ade62-6782-4b96-90d7-c12b0bd81409	GA2	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G90562PB	3
GSD:3099482e-e7ab-4fa5-9c0e-8094db143cdb	Gal(b1-3)GalNAc	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G78436BB; G58645HA	4
GSD:e3b3cee3-b8fa-4c42-8016-393b8e15cf7c	Gal(b1-4)[Fuc(a1-3)]Glc(b1)	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G57548NB; G41323BT	4
GSD:233afbbe-ab1d-4e22-8e49-c625cb4ddff7	Gal-CTH	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G91649BT	4
GSD:817ad1a7-7d2c-4d3a-a661-b43a5204bc38	GalNAc(b1-3)Gal(b1-4)GlcNAc	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G61149BD	4
GSD:b7d586de-297e-432a-a94a-72078fa5604f	GalNAc(b1-4)Gal	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G60859DF	4
GSD:a5ab2950-a3cb-40c7-98f7-6721ff2514a4	GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1)	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G45058HZ	4
GSD:61f940e2-721b-4fe4-b717-4bff8efe6b1e	GalNAc(b1-4)[Neu5Gc(a2-3)]Gal(b1)	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G29406SZ; G23581GL	4
GSD:dbfbe6a9-8b1e-4e1e-af58-7b4df0c2fc63	GalNAc-GD1a	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G92175CL	4
GSD:2f66bcff-9d08-4f4b-9dfd-fd06ef9f5d03	galactosylgloboside	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G99053DY	4
GSD:1d17b844-af78-4258-b83b-7db935d7a1a4	Gg3	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G90562PB	2
GSD:10682d8a-0e2c-47dc-99e8-14defd552e63	Gg5	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G96834JC	2
GSD:c5829655-97c8-4fbb-a2e7-baf38a5d5b66	GlcNAc(b1-3)Gal	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G02880JU	4
GSD:2cc4c175-517a-4b6d-9fc9-0331d0956d63	GlcNAc(b1-3)Gal(b1-4)GlcNAc	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G48117BL	4
GSD:6aa0e009-637d-4f8d-a196-4393b71a1b85	KDN-Gal	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G82612XX; G82625KX	4
GSD:b4539084-ea1c-4f9f-b785-8b99eaca0e04	LDN	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G31736BK	5
GSD:50f1cc24-20e9-4bda-82f3-3761eea4d978	LDN-F	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G02240AO	3
GSD:7897d5a2-f609-4c1b-a706-01b68993beea	LacNAc-Gal	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G06580KR	4
GSD:16e5ac8a-4f1f-4df9-b860-936e9c5e27d0	lacto-N-neotetraose	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G48059CD; G45827GY	4
GSD:f1d5a449-e17b-4677-8e2f-2c9dd531e3b2	lacto-N-tetraose	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G45827GY; G48059CD	4
GSD:e203d26f-4e87-4faf-9e18-8a1c7d59da9d	lactogangliotetraosylceramide	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G62554JH; G85237WB	4
GSD:42e76ba0-441a-4b80-b4b3-d4ee48728446	lactotetraosylceramide	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00049MO	5
GSD:bc4cbbeb-af02-4261-9be3-3801c0b6373e	Lc3	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G06239NA	3
GSD:be204c7c-6af2-4316-a743-c4c6cf9b987d	Lc4	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00049MO	2
GSD:050826fd-a784-433e-a9ba-34b9b95fcee9	M3FX	2D	Glycoform shorthand code	2	curator	Curator-assigned classification (ground truth)	G47379VH; G26295XE	4
GSD:9ab8eddd-a433-4e31-9fe8-362e8dad2866	Neu5Ac(a2-3)Gal(b1-3)GalNAc	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G56299XO	4
GSD:2b866f56-b66d-4f25-a4a8-f2070ac73993	Neu5Ac(a2-3)Gal(b1-4)Glc	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G56516VH	4
GSD:c1c18924-390e-479a-b035-83c5cf1637d3	Neu5Ac(a2-3)Gal(b1-4)GlcNAc	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G10203DW	4
GSD:85c522ed-d938-4fd4-be4a-ac6013251f2b	Neu5Ac(a2-6)GalNAc	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G08371CD	4
GSD:e3bb8793-cfce-421d-af27-6072ba1fa45a	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G82775QT; G43195TR	4
GSD:688b8bbf-77c9-4e70-97a9-03ccc930568b	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-3)GalNAc	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G93910CU	4
GSD:7bc8c2d4-60ec-458d-ac8f-f5c54da8475d	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G81928IQ	4
GSD:05a59d4a-d2ac-4332-ba03-79d3a8a36a0f	Neu5Ac(a2-8)Neu5Gc(a2-3)Gal	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G82974JM	4
GSD:0202b22a-81f2-4ed3-bed4-f8e2054d4e4d	Neu5Ac(a2-8)Neu5Gc(a2-3)Gal(b1-4)Glc	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G95233MF	4
GSD:82b45b8a-b1d3-4c69-b617-5a2d7efb0b10	Neu5Gc(a2-3)Gal	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G53517XC	4
GSD:c98ca99f-9584-4c8a-af2e-721e5e35cf1d	Neu5Gc(a2-3)Gal(b1-4)Glc	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G32969VW	5
GSD:b914861a-c866-4af8-8289-f59c5df14919	Neu5Gc(a2-8)Neu5Gc(a2-3)Gal	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G16142UJ; G16775IT	4
GSD:f86cbdc0-e888-48dd-ace1-3f071353d08f	O-GlcNAc	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)	G49108TO; G89565QL	5
GSD:3b5bcc26-f0a7-40b5-a3e0-34444e9f5053	poly-KDN	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G42911NE	4
GSD:a1fead82-924b-409e-b440-30d4a9ed5279	SD1a	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G63813EJ	4
GSD:445f0532-56ac-4933-9344-e3e9386eaf12	SM3	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G20044TD	4
GSD:e82f6eb3-42a2-4cca-bf4f-1ec9e9e904ef	SM4s	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G72548RZ	4
GSD:e86221c1-46b4-424d-be26-2a159c08c9f8	amylose	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)	G05740LL	3
GSD:6d8d4be9-d746-5d48-9da6-ca1f0eb3b919	monoantennary N-glycan	2B	Single descriptor phrase	2	llm	descriptor plus context		1
GSD:998dcbee-4911-42b2-be98-e12384077827	cellotriose	3B	Monosaccharide or named disaccharide	3	llm	upgraded from 2B: named free trisaccharide	G50026IZ	3
GSD:9dbd00b1-daa1-5dd7-8643-cfc47dc7f67e	monoglucosylated N-glycan	2B	Single descriptor phrase	2	llm	single descriptor + N‑glycan		1
GSD:f07d9cd6-64b3-4e29-ab49-b0a5a1f72e31	gellan	3B	Monosaccharide or named disaccharide	3	llm	upgraded from 2B: ‘gellan’ is a named free polysaccharide rather than a specific glycan descriptor.	G41181BF	2
GSD:c2c341af-933d-5fc8-9481-74150676c0bb	monosialylated ganglioside	2C	Composite descriptive phrase	2	llm	Composite description of ganglioside		1
GSD:28bc06b4-e652-482d-868d-1b2ed75a3f13	gentiobiose	3B	Monosaccharide or named disaccharide	3	llm	named free disaccharide	G47329OU	3
GSD:0fd7018e-9c5c-498f-8a57-bd2de6edde7d	iGb3	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G78074HX	2
GSD:69296f77-9fed-4393-90d7-80db5af5340b	iGb4	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G57710SU	2
GSD:f3acff63-a62f-4967-94a7-b58e66a46032	isomaltose	3B	Monosaccharide or named disaccharide	3	curator	Curator-assigned classification (ground truth)	G36281WI	3
GSD:e1e28b8f-2e73-48b2-8743-50e713dc0fc1	isopanose	3B	Monosaccharide or named disaccharide	3	curator	Curator-assigned classification (ground truth)	G37117TJ	3
GSD:4bcdab57-7409-55df-98c2-eadb9cd4ed93	multiantennary complex-type N-glycan	2C	Composite descriptive phrase	2	llm	multiple descriptors before N‑glycan		1
GSD:67c366a0-b8ae-409e-9d4b-4b02e82ea141	lactose	3B	Monosaccharide or named disaccharide	3	llm	named free disaccharide	G15541SE	4
GSD:6f054150-f668-4f6c-8535-0c7f04a6db4b	maltose	3B	Monosaccharide or named disaccharide	3	llm	named free disaccharide	G44653LT	3
GSD:f1397bc9-975f-4e5b-989a-57cbce56c9c0	melibiose	3B	Monosaccharide or named disaccharide	3	curator	Curator-assigned classification (ground truth)	G66481II; G86123DJ	4
GSD:39ce5ee5-3f7f-4d8d-8e28-64c928b7fcf0	nLc4	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G58896AZ	2
GSD:943e6166-a2c1-44cd-b071-1ce69e335a13	nLc6	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G84034JH	2
GSD:3e1e0df5-e61b-439c-888e-159f8b15b30c	panose	3B	Monosaccharide or named disaccharide	3	curator	Curator-assigned classification (ground truth)	G44612JM	3
GSD:d1150611-0657-467a-9f8a-a372b238dbd9	primeverose	3B	Monosaccharide or named disaccharide	3	curator	Curator-assigned classification (ground truth)	G82276DL	3
GSD:cf5631fb-aa17-5630-9cf9-3ec070faf8ed	neolacto-series glycosphingolipids	3A	Umbrella / glycoconjugate class	3	llm	umbrella family – neolacto‑series glycosphingolipids	G00070MO	4
GSD:473ec64b-303a-53b4-842b-2f8156bc19d1	Neu5Acα2-3Gal	2A	Linkage-specified substructure	2	regex	Explicit linkage notation present.	G77824XV; G30207PZ	5
GSD:159f879f-6c57-55d5-b09b-3da3ba2f6cc2	Neu5Acα2-6Gal	2A	Linkage-specified substructure	2	regex	Explicit linkage notation present.	G44345UH; G63069TR	6
GSD:5c93c17c-c516-5bff-8b0d-1541c5ea340b	Neu5Gcα2-3Galβ1-4Glc	2A	Linkage-specified substructure	2	regex	Explicit linkage notation present.	G32969VW	5
GSD:96b18e29-d61a-476c-8eba-cd516f73c7ed	rutinose	3B	Monosaccharide or named disaccharide	3	llm	named disaccharide	G68857PG	3
GSD:0fd86f52-404f-45fb-afd7-fa20adcb0fad	core 1	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00031MO	3
GSD:ca236d51-3a64-4e03-acc2-f15ecaca0569	core 2	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00033MO	3
GSD:bf830cb7-4464-4a6d-bc6e-bde254b86ad3	core 3	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00035MO	2
GSD:3c4ce89a-46ca-4cbe-a61e-bc6b468df9e7	core 4	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00037MO	3
GSD:00748dfd-e05e-4ba2-bbd6-b63d66565b00	core 5	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00039MO	2
GSD:ffc436ea-284b-4aec-a7e9-14eb6c20de51	core 6	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00041MO	2
GSD:f8f2ebab-fda4-476d-b0ad-03353daf4a73	core 7	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00043MO	2
GSD:b869db3a-43f8-4298-a71e-a4654597d31a	Lewis x	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00051MO; G01187XC; G81516LH	13
GSD:e44890e8-530b-4926-9b3e-f877b16a5e66	2-3 sialylparagloboside	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G01767JJ	4
GSD:68fa9f5d-91fc-40c7-ab09-7b9612b4c961	GD1 alpha pentasaccharide	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G45714BQ; G07394RV	3
GSD:0c04a38c-bca0-4828-81a3-db514bbcb89b	2-6 sialyl-LacNAc-Gal	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G03509EL	4
GSD:137f33fc-98d8-4d5c-939e-d05fb87848a8	GD1 alpha	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G07394RV	3
GSD:b4252c0c-bc81-4ea0-b928-404997acbb09	2-3 sialyl-lacto-N-tetraose	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G21066IE	4
GSD:96faf97c-e84b-4d49-be6d-4c5985c818e3	6,6'-sulfo LacNAc	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G24270KX	4
GSD:4cd2a54e-e648-4edb-a081-1859c0d1e426	acharan sulfate	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G25575JK	4
GSD:aca81550-5a7e-4f26-9ac5-cd9f931d464f	delta-heparan sulfate	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G25575JK; G17927IW	4
GSD:2e4c1785-ad4a-46b1-8a8c-813ef871bcb1	alpha-galactosyl epitope	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G27798EJ	4
GSD:0a5b406f-05a2-4f1a-b6fb-abe589e7013d	2-9,2-6 disialyllactosylceramide	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G30187JM	4
GSD:40c3f953-e2a9-4b1e-8b9b-327e63483160	galactose 3-O-sulfate	3B	Monosaccharide or named disaccharide	3	curator	Curator-assigned classification (ground truth)	G40843KY	4
GSD:6f9ccdea-5e6d-4481-8ea2-598ea66635d0	core M2	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G56868BH	2
GSD:24d335a2-51a3-5232-96e6-2d60815f8e55	N-glycan core	3A	Umbrella / glycoconjugate class	3	llm	General N‑glycan family reference	G20624LQ; G00026MO	6
GSD:c752f08d-02e4-402c-9910-353ec9b7eb69	core 0	1A	Canonical named glycan entity	1	llm	upgraded from 2B: ‘Core 0’ is a canonical glycan core designation.	G57321FI	2
GSD:9cad9894-bd0f-4a44-897d-c2a6e2f81d67	fucosyl asialo-GM1	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G57920AK	4
GSD:727fff8e-6962-434a-8623-2779faa46fcd	F1 alpha	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G61730RY; G21312EA	4
GSD:3a58e154-202e-4db6-97c3-d82017c96999	beta galactose	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G65889KE	2
GSD:f64451b5-069f-4ba8-8407-f872eab65c7c	N-glycolyl GM3	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G75789AR	4
GSD:d064fac6-1f8a-41ac-984a-fb0079162653	core 8	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G76355TG	2
GSD:23de9483-620f-4f09-8254-aadec36ed27e	Forssman antigen	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G80062GG	4
GSD:2c944fe9-8bea-46f5-9ab0-1ccc8b05c6f0	poly-N-acetylneuraminic acid	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G80631ZD	4
GSD:98506914-d5b3-4a67-b3d3-e411b64b1891	2-6 sialylparagloboside	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)	G83513YI	4
GSD:a3c5bbf0-9bfd-4710-aa1c-4551d05c0d65	N-glycolyl GD3	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G84891DZ	4
GSD:c4155809-eacd-4d50-b8ee-5f00cf835dfa	core M1	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G85856KC	2
GSD:03d8b55f-4f2d-4aa6-bda2-7f12e93ad9b3	N-acetyl GM3	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G91237TK	4
GSD:f4233b5f-ac92-4c8f-9aa1-87d262bd38bd	fucosyl GM1	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G91532KA	7
GSD:fb783caa-e149-43f1-8b95-9587832c198d	poly-N-glycolylneuraminic acid	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G95717TY	4
GSD:a05e60af-7132-4229-99f9-c994adbc77fa	core M3	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G97041TX	2
GSD:8d4e1b65-522e-4fab-a15e-ac1ab8822f59	N-acetyl GD3	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G98544DH	4
GSD:2f226dce-d895-43fd-8940-bf42aa514867	Lewis y (extended) / hexasaccharide	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G69030AU	3
GSD:bc21abf6-a11d-4d05-9bfd-4cc50d7dd184	O-mannosyl glycan / mammalian	3C	Association-defined glycan marker	3	curator	Curator-assigned classification (ground truth)	G59126YU; G41959YC	4
GSD:5f802fe3-3af2-4336-9166-e1b0b84740a6	O-mannosyl glycan / yeast	3C	Association-defined glycan marker	3	curator	Curator-assigned classification (ground truth)	G25559RS; G63072CF	4
GSD:fe054027-3467-4932-ba55-74e065281b3a	O-fucose glycan / EGF repeat	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G39294YF	3
GSD:612e54dc-ed0b-4491-8613-b56248d3934c	O-fucose glycan / thrombospondin type 1 repeat	3C	Association-defined glycan marker	3	curator	Curator-assigned classification (ground truth)	G36855WW	2
GSD:b91d3bb6-92b2-4960-a3a6-61e3060e5687	blood group A	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00066MO; G17108EX; G33888AF; G58507AZ; G48600JD; G88356HA	5
GSD:24dcf617-9d2b-4b21-bf45-e0e32f3b9b14	blood group A trisaccharide	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00066MO	2
GSD:2343d12e-5dbe-4d4f-b34a-375a4b765132	blood group A type 1 (difucosyl)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G97501MA	4
GSD:ed96acf9-f6ab-4ca5-9f1e-e55096721865	blood group A type 2 (difucosyl)	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G54826OZ	4
GSD:74d80e0e-d8f6-4bc8-ae71-c0e46b361078	chondroitin sulfate D	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G46732TY	1
GSD:a2e4e04e-182c-4890-8b37-de47dd47876a	beta 1-6 galactan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)	G69386QK	1
GSD:41f65e5a-b339-4a8e-b145-2cdc3bb6216e	beta 1-4 galactan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)	G77076MY	4
GSD:b467b6e9-26e7-467b-b9be-e4f1d6b20e35	mixed-linkage beta glucan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)	G46558JB	4
GSD:89c74519-5663-41d2-ba94-b83ac774c644	blood group H	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00068MO; G43391VM; G50899UD; G49963IQ	5
